Pab1,Pab2,Pab3,Wspd_offset,Wspd,date
1.0,1.0,1.0,0.7219999999999995,6.99,2024-01-02 12:00:00
1.0,1.0,1.0,0.4059999999999997,6.62,2024-01-02 12:10:00
0.99,0.99,0.99,-0.7800000000000002,5.15,2024-01-02 12:20:00
1.0,1.0,1.0,-0.20599999999999952,5.96,2024-01-02 12:30:00
1.0,1.0,1.0,-0.38400000000000034,5.7,2024-01-02 12:40:00
0.99,0.99,0.99,-0.589999999999999,5.12,2024-01-02 12:50:00
0.99,0.99,0.99,-0.274,5.14,2024-01-02 13:00:00
0.99,0.99,0.99,-0.3119999999999994,5.09,2024-01-02 13:10:00
0.99,0.99,0.99,-0.8099999999999996,4.25,2024-01-02 13:20:00
0.99,0.99,0.99,-0.040000000000000036,4.85,2024-01-02 13:30:00
0.99,0.99,0.99,0.3020000000000005,5.21,2024-01-02 13:40:00
0.99,0.99,0.99,-0.28800000000000026,4.49,2024-01-02 13:50:00
0.99,0.99,0.99,-0.5440000000000005,4.02,2024-01-02 14:00:00
1.0,1.0,1.0,1.2060000000000004,6.15,2024-01-02 14:10:00
0.99,0.99,0.99,-1.0939999999999999,3.6,2024-01-02 14:20:00
0.99,0.99,0.99,-0.6919999999999993,3.7,2024-01-02 14:30:00
1.02,1.02,1.02,0.6179999999999994,5.14,2024-01-02 14:40:00
1.25,1.25,1.25,-0.14200000000000035,4.47,2024-01-02 14:50:00
1.0,1.0,1.0,1.6580000000000004,6.3,2024-01-02 15:00:00
0.99,0.99,0.99,-0.5699999999999994,4.19,2024-01-02 15:10:00
0.99,0.99,0.99,-1.6280000000000001,2.99,2024-01-02 15:20:00
1.01,1.01,1.01,-0.5420000000000003,3.81,2024-01-02 15:30:00
0.99,0.99,0.99,-0.2580000000000009,4.0,2024-01-02 15:40:00
0.99,0.99,0.99,-0.4540000000000002,3.18,2024-01-02 15:50:00
0.99,0.99,0.99,0.31599999999999984,3.89,2024-01-02 16:00:00
0.99,0.99,0.99,1.2799999999999994,5.32,2024-01-02 16:10:00
0.99,0.99,0.99,0.23399999999999999,4.39,2024-01-02 16:20:00
0.99,0.99,0.99,0.7960000000000003,5.19,2024-01-02 16:30:00
0.99,0.99,0.99,-1.238,3.15,2024-01-02 16:40:00
0.99,0.99,0.99,-0.48999999999999977,3.9,2024-01-02 16:50:00
0.99,0.99,0.99,0.3779999999999992,4.63,2024-01-02 17:00:00
0.99,0.99,0.99,-0.014000000000000234,4.2,2024-01-02 17:10:00
0.99,0.99,0.99,0.5359999999999996,4.64,2024-01-02 17:20:00
0.99,0.99,0.99,0.3180000000000005,4.74,2024-01-02 17:30:00
0.99,0.99,0.99,0.03000000000000025,4.59,2024-01-02 17:40:00
0.99,0.99,0.99,0.5019999999999998,5.17,2024-01-02 17:50:00
0.99,0.99,0.99,-0.3160000000000007,4.39,2024-01-02 18:00:00
0.99,0.99,0.99,-0.6179999999999994,3.95,2024-01-02 18:10:00
0.99,0.99,0.99,-0.7240000000000002,3.62,2024-01-02 18:20:00
0.99,0.99,0.99,0.07000000000000028,4.37,2024-01-02 18:30:00
0.99,0.99,0.99,-0.6419999999999999,3.28,2024-01-02 18:40:00
0.99,0.99,0.99,0.0600000000000005,3.88,2024-01-02 18:50:00
0.99,0.99,0.99,-0.5980000000000003,3.04,2024-01-02 19:00:00
0.99,0.99,0.99,0.11000000000000032,3.78,2024-01-02 19:10:00
0.99,0.99,0.99,0.4439999999999995,4.05,2024-01-02 19:20:00
0.99,0.99,0.99,0.5700000000000007,4.4,2024-01-02 19:30:00
0.99,0.99,0.99,-0.1339999999999999,3.65,2024-01-02 19:40:00
0.99,0.99,0.99,-0.3039999999999998,3.59,2024-01-02 19:50:00
0.99,0.99,0.99,-0.6499999999999995,3.11,2024-01-02 20:00:00
0.99,0.99,0.99,-0.734,2.77,2024-01-02 20:10:00
0.99,0.99,0.99,-0.09600000000000009,3.16,2024-01-02 20:20:00
0.99,0.99,0.99,-0.6699999999999999,2.32,2024-01-02 20:30:00
0.99,0.99,0.99,-0.504,2.21,2024-01-02 20:40:00
1.57,1.57,1.57,-1.124,1.21,2024-01-02 20:50:00
1.9,1.9,1.9,-0.692,1.36,2024-01-02 21:00:00
1.73,1.73,1.73,1.556,3.72,2024-01-02 21:10:00
0.99,0.99,0.99,2.3560000000000003,5.07,2024-01-02 21:20:00
1.0,1.0,1.0,4.024,7.87,2024-01-02 21:30:00
1.0,1.0,1.0,4.148,9.69,2024-01-02 21:40:00
1.03,1.03,1.03,3.514000000000001,10.98,2024-01-02 21:50:00
1.01,1.01,1.01,1.782,10.63,2024-01-02 22:00:00
1.0,1.0,1.0,0.3420000000000005,10.22,2024-01-02 22:10:00
1.0,1.0,1.0,-0.4320000000000004,9.84,2024-01-02 22:20:00
1.03,1.03,1.03,0.4659999999999993,11.0,2024-01-02 22:30:00
1.02,1.02,1.02,0.37400000000000055,10.89,2024-01-02 22:40:00
1.05,1.05,1.05,0.8740000000000006,11.58,2024-01-02 22:50:00
1.04,1.04,1.04,0.5300000000000011,11.49,2024-01-02 23:00:00
1.01,1.01,1.01,-0.3360000000000003,10.82,2024-01-02 23:10:00
1.04,1.04,1.04,0.1399999999999988,11.37,2024-01-02 23:20:00
1.07,1.07,1.07,0.532,11.98,2024-01-02 23:30:00
1.06,1.06,1.06,0.30799999999999983,11.8,2024-01-02 23:40:00
1.06,1.06,1.06,0.2140000000000004,11.76,2024-01-02 23:50:00
1.05,1.05,1.05,-0.2220000000000013,11.45,2024-01-03 00:00:00
1.03,1.03,1.03,-0.6539999999999999,10.93,2024-01-03 00:10:00
1.01,1.01,1.01,-0.636000000000001,10.69,2024-01-03 00:20:00
1.05,1.05,1.05,0.266,11.54,2024-01-03 00:30:00
1.02,1.02,1.02,-0.4179999999999975,10.63,2024-01-03 00:40:00
1.01,1.01,1.01,-0.10999999999999766,10.81,2024-01-03 00:50:00
1.05,1.05,1.05,0.43400000000000105,11.46,2024-01-03 01:00:00
1.05,1.05,1.05,0.4480000000000004,11.67,2024-01-03 01:10:00
1.05,1.05,1.05,0.25400000000000134,11.46,2024-01-03 01:20:00
1.05,1.05,1.05,0.12799999999999834,11.51,2024-01-03 01:30:00
1.02,1.02,1.02,-0.5,10.9,2024-01-03 01:40:00
1.03,1.03,1.03,-0.1399999999999988,11.21,2024-01-03 01:50:00
1.0,1.0,1.0,-1.6080000000000005,9.26,2024-01-03 02:00:00
1.0,1.0,1.0,-3.7119999999999997,6.08,2024-01-03 02:10:00
1.0,1.0,1.0,-1.6420000000000021,7.31,2024-01-03 02:20:00
1.0,1.0,1.0,-0.2679999999999989,8.13,2024-01-03 02:30:00
1.0,1.0,1.0,0.08400000000000052,7.8,2024-01-03 02:40:00
1.0,1.0,1.0,1.1760000000000002,8.8,2024-01-03 02:50:00
1.0,1.0,1.0,0.847999999999999,9.07,2024-01-03 03:00:00
1.0,1.0,1.0,-0.040000000000000924,8.4,2024-01-03 03:10:00
1.0,1.0,1.0,0.129999999999999,8.68,2024-01-03 03:20:00
1.0,1.0,1.0,0.08199999999999896,8.84,2024-01-03 03:30:00
1.01,1.01,1.01,0.6899999999999995,9.61,2024-01-03 03:40:00
1.06,1.06,1.06,2.517999999999999,12.03,2024-01-03 03:50:00
1.04,1.04,1.04,1.3360000000000003,11.46,2024-01-03 04:00:00
1.03,1.03,1.03,0.11600000000000144,10.63,2024-01-03 04:10:00
1.05,1.05,1.05,0.2940000000000005,11.3,2024-01-03 04:20:00
1.04,1.04,1.04,-0.1880000000000006,11.12,2024-01-03 04:30:00
1.02,1.02,1.02,-0.5340000000000007,10.46,2024-01-03 04:40:00
1.02,1.02,1.02,-0.0860000000000003,10.77,2024-01-03 04:50:00
1.06,1.06,1.06,0.5419999999999998,11.59,2024-01-03 05:00:00
1.07,1.07,1.07,0.6999999999999993,11.86,2024-01-03 05:10:00
1.06,1.06,1.06,0.2240000000000002,11.45,2024-01-03 05:20:00
1.05,1.05,1.05,-0.11800000000000033,11.27,2024-01-03 05:30:00
1.04,1.04,1.04,-0.4659999999999993,10.96,2024-01-03 05:40:00
1.03,1.03,1.03,-0.484,10.78,2024-01-03 05:50:00
1.04,1.04,1.04,-0.0519999999999996,11.05,2024-01-03 06:00:00
1.05,1.05,1.05,0.22799999999999976,11.3,2024-01-03 06:10:00
1.03,1.03,1.03,-0.266,10.69,2024-01-03 06:20:00
1.05,1.05,1.05,0.24399999999999977,11.26,2024-01-03 06:30:00
1.03,1.03,1.03,-0.1880000000000006,10.84,2024-01-03 06:40:00
1.02,1.02,1.02,-0.3620000000000001,10.57,2024-01-03 06:50:00
1.01,1.01,1.01,-0.4640000000000004,10.26,2024-01-03 07:00:00
1.01,1.01,1.01,-0.27399999999999913,10.39,2024-01-03 07:10:00
1.05,1.05,1.05,0.8439999999999994,11.57,2024-01-03 07:20:00
1.08,1.08,1.08,1.4900000000000002,12.56,2024-01-03 07:30:00
1.08,1.08,1.08,1.0200000000000014,12.47,2024-01-03 07:40:00
1.07,1.07,1.07,0.2259999999999991,12.03,2024-01-03 07:50:00
1.06,1.06,1.06,-0.5259999999999998,11.5,2024-01-03 08:00:00
1.04,1.04,1.04,-0.8960000000000008,11.02,2024-01-03 08:10:00
1.04,1.04,1.04,-0.516,11.11,2024-01-03 08:20:00
1.04,1.04,1.04,-0.2599999999999998,11.09,2024-01-03 08:30:00
1.02,1.02,1.02,-0.6080000000000005,10.42,2024-01-03 08:40:00
1.03,1.03,1.03,-0.13599999999999923,10.74,2024-01-03 08:50:00
1.02,1.02,1.02,-0.4560000000000013,10.27,2024-01-03 09:00:00
1.0,1.0,1.0,-0.9359999999999999,9.46,2024-01-03 09:10:00
1.01,1.01,1.01,-0.1540000000000017,10.03,2024-01-03 09:20:00
1.01,1.01,1.01,-0.027999999999998693,10.09,2024-01-03 09:30:00
1.02,1.02,1.02,0.3179999999999996,10.36,2024-01-03 09:40:00
1.02,1.02,1.02,0.45200000000000173,10.55,2024-01-03 09:50:00
1.01,1.01,1.01,-0.1899999999999995,10.02,2024-01-03 10:00:00
1.01,1.01,1.01,-0.2599999999999998,9.93,2024-01-03 10:10:00
1.0,1.0,1.0,-0.12400000000000055,10.06,2024-01-03 10:20:00
1.01,1.01,1.01,0.2400000000000002,10.44,2024-01-03 10:30:00
1.03,1.03,1.03,0.5099999999999998,10.75,2024-01-03 10:40:00
1.01,1.01,1.01,0.0039999999999995595,10.3,2024-01-03 10:50:00
1.04,1.04,1.04,0.7859999999999996,11.37,2024-01-03 11:00:00
1.02,1.02,1.02,-0.1319999999999979,10.55,2024-01-03 11:10:00
1.04,1.04,1.04,0.1659999999999986,10.95,2024-01-03 11:20:00
1.05,1.05,1.05,0.6379999999999999,11.59,2024-01-03 11:30:00
1.04,1.04,1.04,-0.10799999999999876,10.98,2024-01-03 11:40:00
1.07,1.07,1.07,0.6899999999999995,11.88,2024-01-03 11:50:00
1.07,1.07,1.07,0.49600000000000044,11.97,2024-01-03 12:00:00
1.07,1.07,1.07,0.23600000000000065,11.9,2024-01-03 12:10:00
1.07,1.07,1.07,0.45399999999999885,12.25,2024-01-03 12:20:00
1.07,1.07,1.07,0.24799999999999933,12.31,2024-01-03 12:30:00
1.07,1.07,1.07,0.23399999999999999,12.4,2024-01-03 12:40:00
1.06,1.06,1.06,-0.12400000000000055,12.06,2024-01-03 12:50:00
1.06,1.06,1.06,-0.3960000000000008,11.76,2024-01-03 13:00:00
